aqi,co,no2,o3,pm10,pm2_5,quality,rank,so2,time_point
77,0.6,34,132,50,23,良,106,7,2022-04-11
49,0.6,28,97,37,16,优,93,7,2022-04-12
44,0.6,22,88,35,16,优,87,7,2022-04-13
84,0.7,19,140,25,12,良,24,8,2022-04-14
100,0.7,23,159,36,19,良,106,7,2022-04-15
48,0.7,24,95,42,19,优,159,7,2022-04-16
29,0.8,23,41,29,15,优,39,7,2022-04-17
30,0.8,24,22,15,9,优,96,6,2022-04-18
30,0.8,24,44,13,8,优,9,6,2022-04-19
53,0.9,42,60,40,26,良,7,7,2022-04-20
155,1,48,220,75,41,中度污染,136,7,2022-04-21
38,0.7,30,71,38,20,优,156,7,2022-04-22
41,0.7,25,81,32,16,优,92,6,2022-04-23
32,0.7,25,53,24,13,优,3,6,2022-04-24
33,0.6,18,65,26,13,优,18,6,2022-04-25
35,0.6,22,62,35,18,优,132,6,2022-04-26
45,0.6,24,90,34,18,优,93,6,2022-04-27
30,0.6,22,59,28,15,优,73,6,2022-04-28
40,0.7,28,66,40,22,优,75,6,2022-04-29
47,0.8,29,72,47,26,优,191,7,2022-04-30
31,0.7,10,62,6,4,优,136,5,2022-05-01
42,0.6,16,84,17,10,优,33,6,2022-05-02
66,0.7,28,119,44,27,良,105,7,2022-05-03
100,0.8,43,159,61,35,良,222,8,2022-05-04
150,0.8,42,215,65,34,轻度污染,191,8,2022-05-05
132,0.7,34,195,56,29,轻度污染,211,7,2022-05-06
50,0.8,35,91,50,31,优,166,7,2022-05-07
38,0.8,30,76,35,25,优,165,6,2022-05-08
85,0.8,32,142,50,30,良,102,7,2022-05-09
39,0.6,31,43,29,14,优,211,6,2022-05-10
30,0.6,24,39,14,8,优,37,6,2022-05-11
37,0.8,29,26,14,9,优,20,6,2022-05-12
35,1,28,31,15,9,优,52,6,2022-05-13
28,0.9,22,48,19,12,优,12,6,2022-05-14
28,0.7,16,56,7,4,优,12,6,2022-05-15
41,0.7,18,81,11,5,优,43,6,2022-05-16
65,0.6,27,118,28,15,良,26,6,2022-05-17
119,0.7,39,180,48,24,轻度污染,172,8,2022-05-18
150,0.7,49,214,58,28,轻度污染,202,8,2022-05-19
126,0.7,36,188,56,28,轻度污染,240,8,2022-05-20
55,0.8,34,98,59,37,良,274,7,2022-05-21
44,0.8,27,88,36,23,优,159,6,2022-05-22
39,0.7,30,77,37,23,优,166,6,2022-05-23
46,0.7,32,91,36,20,优,95,6,2022-05-24
43,0.7,33,85,25,12,优,105,6,2022-05-25
56,0.6,25,107,26,12,良,64,6,2022-05-26
38,0.6,30,45,26,13,优,105,6,2022-05-27
40,0.6,22,80,27,13,优,113,5,2022-05-28
41,0.5,18,82,24,10,优,65,5,2022-05-29
43,0.5,22,85,25,11,优,80,5,2022-05-30
36,0.6,23,72,26,12,优,110,6,2022-05-31
33,0.6,26,55,28,12,优,89,6,2022-06-01
36,0.6,24,72,28,13,优,119,6,2022-06-02
28,0.6,19,55,26,12,优,110,5,2022-06-03
43,0.6,14,85,29,13,优,183,5,2022-06-04
42,0.6,16,83,29,12,优,145,5,2022-06-05
38,0.6,22,76,26,12,优,125,5,2022-06-06
38,0.7,30,58,21,12,优,69,6,2022-06-07
37,0.6,29,50,16,9,优,31,6,2022-06-08
33,0.6,26,44,16,10,优,19,5,2022-06-09
32,0.7,25,63,18,11,优,53,5,2022-06-10
38,0.7,30,44,20,11,优,50,5,2022-06-11
34,0.7,27,62,22,12,优,103,5,2022-06-12
37,0.7,25,73,28,15,优,138,5,2022-06-13
37,0.7,29,34,19,11,优,151,5,2022-06-14
39,0.7,31,73,21,14,优,48,6,2022-06-15
38,0.6,30,76,20,12,优,42,6,2022-06-16
32,0.6,21,64,22,10,优,45,5,2022-06-17
28,0.6,19,56,23,10,优,72,5,2022-06-18
32,0.6,18,63,28,12,优,80,5,2022-06-19
28,0.5,18,52,28,13,优,142,5,2022-06-20
31,0.6,23,40,31,13,优,155,5,2022-06-21
49,0.5,18,97,26,10,优,95,6,2022-06-22
62,0.5,19,114,24,11,良,115,6,2022-06-23
76,0.6,20,131,27,12,良,124,6,2022-06-24
62,0.5,19,114,26,12,良,182,6,2022-06-25
45,0.5,19,90,20,8,优,86,6,2022-06-26
44,0.5,20,87,22,9,优,90,6,2022-06-27
82,0.5,21,138,25,12,良,108,6,2022-06-28
64,0.6,26,116,29,13,良,200,7,2022-06-29
25,0.6,18,50,19,8,优,133,6,2022-06-30
30,0.5,14,60,17,7,优,58,6,2022-07-01
24,0.5,11,47,10,5,优,3,6,2022-07-02
25,0.6,10,50,22,10,优,51,6,2022-07-03
23,0.6,18,44,23,12,优,97,6,2022-07-04
34,0.6,22,68,28,14,优,215,6,2022-07-05
34,0.6,27,53,24,12,优,195,6,2022-07-06
35,0.6,28,44,20,10,优,169,5,2022-07-07
55,0.6,26,105,26,13,良,108,6,2022-07-08
61,0.6,25,113,28,12,良,159,6,2022-07-09
47,0.5,18,93,23,9,优,103,6,2022-07-10
49,0.5,20,97,25,12,优,61,6,2022-07-11
88,0.5,23,145,28,13,良,193,6,2022-07-12
110,0.6,24,170,28,13,轻度污染,69,6,2022-07-13
106,0.6,23,166,29,14,轻度污染,135,6,2022-07-14
49,0.6,23,98,24,11,优,,6,2022-07-15
53,0.6,19,103,28,13,良,147,6,2022-07-16
46,0.6,16,91,30,14,优,187,6,2022-07-17
45,0.6,18,90,31,14,优,179,6,2022-07-18
47,0.6,18,94,27,12,优,162,5,2022-07-19
34,0.5,17,67,20,9,优,71,6,2022-07-20
53,0.5,19,103,22,10,良,80,6,2022-07-21
113,0.6,26,174,36,17,轻度污染,153,7,2022-07-22
113,0.6,26,174,45,25,轻度污染,289,7,2022-07-23
134,0.7,22,197,49,28,轻度污染,283,7,2022-07-24
162,0.7,24,227,59,35,中度污染,293,6,2022-07-25
142,0.7,21,206,48,28,轻度污染,264,6,2022-07-26
139,0.7,22,202,42,26,轻度污染,200,6,2022-07-27
140,0.7,24,204,51,31,轻度污染,231,6,2022-07-28
146,0.7,26,210,59,37,轻度污染,286,7,2022-07-29
95,0.7,30,153,50,29,良,298,6,2022-07-30
167,0.8,30,232,51,33,中度污染,209,6,2022-07-31
113,0.7,20,174,35,20,轻度污染,262,6,2022-08-01
95,0.6,20,154,28,13,良,67,7,2022-08-02
65,0.7,25,117,27,16,良,145,6,2022-08-03
28,0.6,22,49,18,12,优,65,5,2022-08-04
41,0.6,21,82,11,6,优,38,6,2022-08-05
41,0.6,23,81,20,9,优,79,7,2022-08-06
51,0.6,19,101,23,10,良,164,6,2022-08-07
39,0.6,21,77,23,10,优,60,6,2022-08-08
22,0.6,17,42,15,6,优,108,6,2022-08-09
26,0.6,14,51,11,5,优,4,6,2022-08-10
28,0.6,22,45,15,7,优,1,6,2022-08-11
34,0.6,27,33,20,9,优,85,6,2022-08-12
65,0.7,31,117,31,16,良,157,6,2022-08-13
95,0.7,24,153,33,18,良,181,6,2022-08-14
87,0.6,20,144,26,13,良,176,6,2022-08-15
63,0.6,25,115,27,13,良,,6,2022-08-16
35,0.6,24,69,22,10,优,167,6,2022-08-17
46,0.6,24,92,22,10,优,55,6,2022-08-18
35,0.6,26,70,22,10,优,53,6,2022-08-19
31,0.5,18,62,15,6,优,34,5,2022-08-20
37,0.6,21,74,20,9,优,100,5,2022-08-21
78,0.6,24,133,32,17,良,99,5,2022-08-22
89,0.7,29,146,42,23,良,272,6,2022-08-23
75,0.7,28,129,42,23,良,310,5,2022-08-24
28,0.5,14,56,13,5,优,17,4,2022-08-25
33,0.6,21,66,22,11,优,14,5,2022-08-26
89,0.6,26,146,37,20,良,157,5,2022-08-27
124,0.7,27,186,47,27,轻度污染,321,6,2022-08-28
92,0.7,25,150,43,25,良,293,5,2022-08-29
62,0.7,30,114,38,23,良,272,6,2022-08-30
68,0.7,28,121,35,20,良,191,5,2022-08-31
49,0.8,20,98,34,22,优,183,5,2022-09-01
55,0.7,16,105,29,17,良,179,6,2022-09-02
90,0.7,21,148,39,23,良,76,6,2022-09-03
85,0.7,21,141,38,21,良,268,7,2022-09-04
120,0.7,26,182,56,32,轻度污染,222,8,2022-09-05
115,0.8,32,176,56,33,轻度污染,248,8,2022-09-06
76,0.7,21,131,42,26,良,157,6,2022-09-07
76,0.7,24,131,34,20,良,100,6,2022-09-08
111,0.7,29,172,28,16,轻度污染,48,5,2022-09-09
143,0.8,30,207,56,35,轻度污染,128,6,2022-09-10
102,0.8,23,162,57,38,轻度污染,197,7,2022-09-11
105,0.8,36,165,59,36,轻度污染,275,7,2022-09-12
121,0.8,45,183,66,38,轻度污染,226,8,2022-09-13
127,0.8,36,189,63,37,轻度污染,271,7,2022-09-14
126,0.8,40,188,63,38,轻度污染,282,7,2022-09-15
139,0.8,43,202,70,42,轻度污染,266,7,2022-09-16
161,0.9,44,226,84,53,中度污染,277,7,2022-09-17
138,0.9,35,201,77,50,轻度污染,280,8,2022-09-18
121,0.8,29,183,52,33,轻度污染,232,6,2022-09-19
105,0.9,35,165,61,39,轻度污染,312,6,2022-09-20
111,0.8,28,172,56,32,轻度污染,254,6,2022-09-21
131,0.7,27,194,61,31,轻度污染,207,6,2022-09-22
104,0.8,30,164,62,38,轻度污染,213,6,2022-09-23
103,0.8,24,163,58,35,轻度污染,249,7,2022-09-24
108,0.8,31,168,66,40,轻度污染,221,7,2022-09-25
118,0.8,34,179,67,40,轻度污染,233,7,2022-09-26
71,0.7,32,125,51,27,良,187,7,2022-09-27
73,0.6,27,127,39,18,良,130,6,2022-09-28
66,0.6,27,119,36,17,良,93,6,2022-09-29
28,0.5,22,51,22,10,优,73,5,2022-09-30
32,0.6,21,63,25,13,优,46,5,2022-10-01
44,0.6,18,88,26,13,优,128,6,2022-10-02
50,0.6,20,100,28,13,优,76,5,2022-10-03
106,0.6,29,166,41,22,轻度污染,225,6,2022-10-04
88,0.7,24,145,45,26,良,300,6,2022-10-05
70,0.6,22,124,33,16,良,196,6,2022-10-06
62,0.8,22,114,46,28,良,185,6,2022-10-07
74,0.8,20,128,35,20,良,148,7,2022-10-08
66,0.8,20,119,41,24,良,223,7,2022-10-09
57,0.6,17,108,32,13,良,37,7,2022-10-10
75,0.5,25,129,40,15,良,87,8,2022-10-11
85,0.5,32,141,46,21,良,195,8,2022-10-12
95,0.6,35,153,47,23,良,162,9,2022-10-13
100,0.6,33,159,48,26,良,153,8,2022-10-14
104,0.6,27,164,47,25,轻度污染,113,9,2022-10-15
98,0.6,20,157,52,26,良,130,9,2022-10-16
77,0.6,17,132,61,31,良,166,9,2022-10-17
67,0.7,22,120,76,45,良,304,8,2022-10-18
68,0.6,26,121,53,29,良,136,9,2022-10-19
86,0.6,41,143,56,31,良,129,9,2022-10-20
139,0.7,58,202,70,36,轻度污染,168,8,2022-10-21
95,0.6,47,153,58,30,良,200,7,2022-10-22
103,0.7,42,163,58,29,轻度污染,172,8,2022-10-23
128,0.7,33,190,67,37,轻度污染,147,8,2022-10-24
129,0.6,33,191,68,32,轻度污染,189,7,2022-10-25
144,0.6,36,208,66,28,轻度污染,117,7,2022-10-26
143,0.7,43,207,71,34,轻度污染,226,7,2022-10-27
90,0.7,31,147,61,35,良,290,8,2022-10-28
53,0.6,17,103,38,24,良,215,6,2022-10-29
53,0.6,15,103,33,18,良,29,6,2022-10-30
68,0.6,16,121,48,23,良,106,7,2022-10-31
55,0.5,15,106,43,20,良,218,6,2022-11-01
41,0.6,17,81,27,17,优,91,5,2022-11-02
28,0.6,22,42,11,8,优,16,4,2022-11-03
27,0.6,21,46,10,6,优,5,4,2022-11-04
30,0.6,19,60,17,10,优,5,4,2022-11-05
33,0.7,26,31,20,15,优,18,4,2022-11-06
34,0.7,27,34,21,14,优,35,4,2022-11-07
34,0.7,27,37,19,14,优,18,4,2022-11-08
44,0.7,35,69,29,18,优,9,5,2022-11-09
72,0.9,57,121,76,44,良,133,6,2022-11-10
127,0.9,58,189,86,53,轻度污染,213,6,2022-11-11
107,0.9,57,167,79,49,轻度污染,288,6,2022-11-12
104,0.8,50,164,70,44,轻度污染,310,6,2022-11-13
60,0.8,39,111,66,40,良,301,6,2022-11-14
80,1,47,132,93,59,良,267,9,2022-11-15
63,0.9,42,87,71,45,良,261,7,2022-11-16
62,0.8,43,114,57,32,良,131,6,2022-11-17
71,0.8,47,125,61,34,良,204,6,2022-11-18
60,0.8,35,111,55,31,良,176,6,2022-11-19
59,0.8,27,110,37,20,良,150,6,2022-11-20
57,0.8,33,108,51,29,良,190,7,2022-11-21
34,0.7,27,46,25,16,优,121,4,2022-11-22
27,0.8,21,31,11,6,优,25,4,2022-11-23
29,0.9,23,25,9,5,优,16,4,2022-11-24
35,0.8,28,20,15,9,优,14,4,2022-11-25
34,0.7,27,32,14,10,优,17,4,2022-11-26
45,0.8,36,38,35,20,优,53,5,2022-11-27
37,0.7,29,53,27,15,优,161,5,2022-11-28
35,0.6,28,58,26,12,优,45,5,2022-11-29
25,0.8,20,21,19,8,优,153,5,2022-11-30
22,0.5,17,28,13,5,优,37,4,2022-12-01
28,0.5,22,34,15,7,优,48,5,2022-12-02
38,0.6,30,34,32,18,优,49,6,2022-12-03
33,0.7,26,29,27,14,优,146,5,2022-12-04
27,0.8,21,27,18,8,优,73,5,2022-12-05
28,0.7,22,42,25,15,优,46,5,2022-12-06
35,0.7,28,65,32,18,优,59,6,2022-12-07
40,0.7,32,66,38,22,优,77,7,2022-12-08
42,0.7,26,69,42,25,优,49,7,2022-12-09
46,0.6,21,87,46,27,优,100,6,2022-12-10
53,0.7,18,82,56,37,良,95,7,2022-12-11
62,0.9,20,80,60,44,良,83,6,2022-12-12
68,0.8,24,85,70,49,良,111,7,2022-12-13
39,0.7,19,67,39,27,优,126,5,2022-12-14
40,0.7,32,37,37,24,优,53,5,2022-12-15
33,0.7,26,40,18,13,优,96,4,2022-12-16
53,0.6,16,74,55,33,良,105,6,2022-12-17
39,0.4,15,77,30,12,优,85,6,2022-12-18
44,0.5,35,75,42,19,优,39,6,2022-12-19
62,0.6,49,70,51,25,良,135,8,2022-12-20
46,0.6,30,91,43,23,优,67,9,2022-12-21
53,0.6,42,94,52,28,良,102,7,2022-12-22
54,0.6,35,104,58,30,良,152,7,2022-12-23
44,0.6,34,87,43,21,优,138,6,2022-12-24
49,0.6,39,90,46,23,优,68,7,2022-12-25
68,0.7,54,100,69,36,良,157,7,2022-12-26
63,0.7,50,97,65,36,良,134,8,2022-12-27
69,0.8,35,108,77,50,良,172,10,2022-12-28
69,0.8,25,98,68,50,良,191,8,2022-12-29
48,0.8,21,87,45,33,优,166,6,2022-12-30
40,0.8,19,79,31,22,优,50,5,2022-12-31
